0,0.25,0.5,1,2,4,8,exclusions,pruning,pcs
0,0,0,0,0,0,0,none,none,pi
0,0,0,0,0,0,0,none,0.1,1
0,0,0,0,0,0,0,none,none,1
0,0,0,0,0,0,0,lit,0.1,1
0,0,0,0,0,0,0,lit,none,1
0,0,0,0,0,0,0,none,0.1,4
0,0,0,0.2857143,1.2857143,2.2857143,2.7142857,none,none,4
0,0,0,0,0,0,0,lit,0.1,4
0,0,0,0.1428571,0.8571429,1.5714286,2.2857143,lit,none,4
0,1.428571,16.571429,21,21,21,21,none,none,none
